raceID
2015
1005
1011
1374
1375
1376
1377
1378
5104
5105
5107
6092
3004
3006
3008
3010
3012
3544
3920
3924
4173
5692
5693
5694
5695
5696
5697
5698
5699
5701
5702
5703
5704
5705
5706
5707
5708
5709
5710
5711
5712
5713
5714
5715
5716
5717
5718
5719
5720
5721
5722
5723
5725
5726
5727
5728
5729
5730
5731
5732
5733
5734
5735
5736
5739
5741
5742
6235
6478
7296
8149
8514
8725
6614
6615
6616
6617
6618
6954
7191
7727
7007
7009
7011
7013
7015
8074
10009
10011
10013
10015
10017
10019
10021
10023
10025
10027
10029
10031
10033
10035
10037
10039
10041
10393
10396
10398
11126
11128
11129
11586
11587
11670
12210
12229
11007
11009
11011
11013
11015
11019
11021
11023
11025
11610
12237
12238
12463
12547
12008
12881
17071
17072
17073
17074
13253
13254
15990
15992
15993
15994
15995
15996
15997
15998
15999
16000
16001
16002
16003
16004
16005
16006
16310
15014
15017
15020
15023
15026
15029
15032
15035
15038
17007
17009
17355
17720
18009
18013
18015
18622
18624
18835
22947
22948
22949
22950
22952
22953
22954
23865
24356
21746
21749
21752
21754
21757
21760
21762
21764
20644
20645
23805
23806
23807
23808
23809
23810
23811
23812
23813
23814
23815
23816
23817
24007
24010
24013
24016
24019
24022
24025
24028
26023
26025
26027
26029
26031
26033
26035
27025
25929
26488
26489
27167
28447
28576
34969
34973
34975
34977
35385
35386
35387
35388
35389
35390
35391
35419
35753
36216
35342
28382
28384
28385
30015
30017
31202
31205
31208
31211
31212
31215
31216
31218
31220
31223
31226
31230
32052
33279
34051
3
30155
30989
30992
36581
36582
36583
36584
36585
36586
36587
36588
36590
36591
36592
36593
36594
36595
36596
36597
36598
36599
36600
36601
36602
36603
36604
36605
39859
39860
36015
36019
36021
36023
36025
36027
36031
36033
36035
36039
36041
36043
37258
37564
37571
37030
37034
37036
37855
37856
38529
38530
38531
38532
39031
39166
39008
39010
39011
39012
39013
39014
39015
39017
39018
39019
39020
39021
39023
39024
39303
40041
40306
40015
40017
41003
41004
41313
41315
41908
41922
41972
42005
43003
43007
43009
43011
43013
43015
43017
43019
43020
45871
45872
45873
45874
45875
45876
45877
45878
45879
45880
45881
45882
45883
45884
45885
45886
45887
45888
45889
45890
45891
45892
45893
45894
45895
45896
45897
45899
45900
47179
48732
48733
49477
49478
49479
49480
49950
49951
45669
45670
49548
49642
47001
47003
47005
47007
47009
47011
47013
47015
47017
47019
47021
46374
2
4
48008
48009
48011
48013
48015
48017
48020
49358
50040
50044
50048
50052
50056
50060
50064
50068
49273
49274
51401
20556
20557
20558
20559
20560
20561
